id,user_screen_name,user_created_at,user_followers,user_friends,date
1419333914909409800,Frost_Deemon,30/06/2020 0:58,2315,2207,25/07/2021 16:29
1419334001995750100,DavidjHendy,6/08/2009 12:16,4709,2264,25/07/2021 16:29
1419337990237790200,bramsay11,19/09/2012 19:46,1170,1016,25/07/2021 16:45
1419337991131169800,AokiNegai,0,Call me Steph - local Kiseki apologist- magical girl sommelier- Ikuhara simp and Pokemon scrub - @Amashii dY'z,3/02/2015 21:34,282
1419338017463009800,thecathbishop,28/03/2014 20:23,3959,4674,25/07/2021 16:45
1419338118335929900,hanjangho76,19/06/2015 22:41,3776,5001,25/07/2021 16:45
1419338182706009900,OdedRechavi,25/02/2016 9:23,53074,1105,25/07/2021 16:46
1419338246270630100,schwingcat,16/09/2009 3:43,3237,2604,25/07/2021 16:46
1419338307616390100,qPDIxZVjWmXRbNS,,ae^?,5/10/2019 10:41,0
1419338315187289900,,Proud Dad of CRMO fighter! My personal account- I like to tweet about Rural Broadband in different form factors.,20/08/2009 20:16,2945,1662
1419338337106630100,0327LISOO,,ci,? GET BEHIND ME | lisa and jisooaEUR(TM)s bodyguard- attorney- manager- and creative director.,23/09/2019 16:08
1419338505499590100,__topeh,5/04/2012 10:21,3968,3644,25/07/2021 16:47
1419338550328409900,heatrockz,24/04/2009 22:27,1591,3367,25/07/2021 16:47
1419338743220089900,SammiLuiee,24/06/2020 17:27,1274,2107,25/07/2021 16:48
1419338819942369800,MikeLahrman,1/04/2009 3:20,1067,2722,25/07/2021 16:48
1419338845133350100,MarineauMary,17/08/2013 2:44,2450,3805,25/07/2021 16:48
1419338935755489800,tmccull603,2/04/2009 20:57,1673,3379,25/07/2021 16:49
1419338951085670100,justinkirkland4,9/06/2009 6:19,9861,1884,25/07/2021 16:49
1419338992668089900,JohannaMellis,18/07/2015 2:31,4990,4502,25/07/2021 16:49
1419339081687910100,hylandwx,5/02/2016 22:22,1133,1091,25/07/2021 16:49
1419339084191910100,nbcsandiego,22/07/2008 19:34,245975,4212,25/07/2021 16:49
1419339158544390100,Flyingtastic,23/01/2012 7:40,6100,1275,25/07/2021 16:50
1419339158640889900,guardian,5/11/2009 23:49,9824735,1072,25/07/2021 16:50
1419339205256350200,ItsTheSportNews,4/08/2015 20:58,21914,24104,25/07/2021 16:50
1419339245450270200,patwillfanclub,15/12/2020 4:18,2116,2103,25/07/2021 16:50
1419339356238750200,realTuckFrumper,8/07/2009 22:59,147635,100459,25/07/2021 16:50
1419339386123129900,?aEUR?dY"JPY,smta; track 13,21/05/2015 1:15,1303,1096
1419339445027809800,patwillfanclub,15/12/2020 4:18,2116,2103,25/07/2021 16:51
1419339489114209800,kris1010,25/02/2009 3:16,2875,1550,25/07/2021 16:51
1419339568097030100,ZyiteGadgets,15/07/2013 21:45,2999,4808,25/07/2021 16:51
1419339569556710100,tteokminnie,9572,ENG JPN KOR translator | ot7 | A 1/2  iooeeu- A 1/2  ae--JPYaeoe! | profile az(TM) https://t.co/QjfGWPB0ama EUR | NO REPOST without credit a EUR she/her,23/01/2018 15:17,193417
1419339732438369800,11AliveNews,31/03/2008 19:05,398773,2757,25/07/2021 16:52
1419339747764409900,stoicgirI,NA,19/05/2021 1:07,2928,118
1419339864529569800,tashaaaaaaa,26/11/2008 9:38,3034,1739,25/07/2021 16:52
1419339959492870100,McKenzieRadio,19/12/2009 23:22,4282,3604,25/07/2021 16:53
1419340021027550200,bethilou6,? all things GymnasticsaEURcI was a Class I Gymnast in 1980 dY?,dY?>>aEUR?a(TM)EURi,?,19/08/2014 14:23
1419340073187769900,SeanDowey,26/05/2009 21:09,5454,4520,25/07/2021 16:53
1419340095237369900,angelicatweeted,16/03/2009 9:55,1288,1811,25/07/2021 16:53
1419340121384550100,crustycobs,26/11/2013 1:20,1800,2712,25/07/2021 16:53
1419340150879009800,KIBUMV0RE,9/08/2020 3:56,2719,2125,25/07/2021 16:53
1419340274858270200,rahari2k,5/02/2012 12:43,1087,5000,25/07/2021 16:54
1419340282085190100,CertifiedDriven, SCaoe^i,?TX,27/09/2011 13:03,541
1419340287730649900,CrushedOre,22/09/2020 1:20,1022,1127,25/07/2021 16:54
1419340345008030200,jonk,IaEUR(TM)m hungry for more.,9/03/2007 18:21,4148,2592
1419340349386910200,cowgirlblues,?aEUR?dYOE^ a?EUR professional art-toucher a?EUR dY?<dY?>>aEUR?a(TM)EURi,? a?EUR probably yelling about anime a?EUR pfp https://t.co/GAZn6CySid,26/02/2009 20:27,58
1419340364272569900,K92radio,10/04/2009 17:05,12509,3386,25/07/2021 16:54
1419340417305249800,FIBA3x3,4/07/2011 6:35,55269,1371,25/07/2021 16:55
1419340420493049900,TheGreatRoh,23/11/2013 18:38,3757,4996,25/07/2021 16:55
1419340621500889900,?dYZ 3/4  @JudyMurray,Personal account. Director of @dalyrecruitment always seeking luxury hospitality Mgt professionals UK & Ireland.,14/12/2011 23:07,2369,1404
1419340643084769800,cornwallchar,17/01/2010 16:43,2500,1523,25/07/2021 16:55
1419340675884129800,Mr_Swift1594,8/06/2009 2:43,2544,2337,25/07/2021 16:56
1419340831689950200,nwlaguy,5/03/2010 17:48,4190,5001,25/07/2021 16:56
1419340878016089900,ListenToLeon,11/11/2007 20:35,4000,4625,25/07/2021 16:56
1419341213128350200,MichelleBruton,16/03/2009 18:13,10293,2968,25/07/2021 16:58
1419341215909150200,G0THL0VE,23/04/2020 17:31,2791,1370,25/07/2021 16:58
1419341242933150200,clairabellejp,7/05/2009 13:08,1449,1148,25/07/2021 16:58
1419341445148769800,sn_nba,29/04/2009 1:36,20584,1805,25/07/2021 16:59
1419341506528249900,MattZemek,25/08/2009 16:03,6762,7382,25/07/2021 16:59
1419341577470809900,GymCastic,9/09/2012 6:31,32169,1389,25/07/2021 16:59
1419341584932510200,TScottBrave,25/10/2012 15:33,1659,1766,25/07/2021 16:59
1419341610635169800,Beltrew,14/04/2009 12:54,117602,3985,25/07/2021 16:59
1419341615085209900,vGazza,,aEUR?a(TM),i,?- as 1/2 i
1419341615332729900,MissingNOLA,2/04/2009 19:14,1313,1587,25/07/2021 16:59
1419341679195270100,WGRZ,3/07/2008 13:14,192567,2055,25/07/2021 17:00
1419341696270310100,serviceone1,27/05/2011 19:51,1153,1747,25/07/2021 17:00
1419341849555169800,KabirFiraque,a|(R)a?EURa|?a| 1/4 a| 3/4  | Following Cinema- Mathematics- Puzzles- Science- Assam,6/12/2014 13:13,1808,653
1419341930522150100,IWF,9/10/2008 15:43,304414,170908,25/07/2021 17:01
1419341962113689900,RaiiMichelle,? #BlackLivesMatter. Never Sorry For Telling The TruthdY'OEdY? 1/2 . Visit Me a+~i,?,4/11/2011 7:46,1125
1419341987593990100,ugabev,17/03/2009 13:52,2511,3075,25/07/2021 17:01
1419342017520350200,ibkaikai,dY?+-,24/04/2010 4:19,9376,1725
1419342079977830100,kabumped,9/05/2016 20:45,1783,1458,25/07/2021 17:01
1419342155823390200,i,0,Lifes a Bitch wit a pretty Face but she Burnin,21/12/2009 4:15,468
1419342219287430100,Ibishblog,31/05/2009 14:25,31982,4004,25/07/2021 17:02
1419342267135910100,rossssc,14/01/2010 21:48,8018,7379,25/07/2021 17:02
1419342314753950200,jacob_knight112,16/12/2019 21:14,1146,1195,25/07/2021 17:02
1419342340053990100,just_whatever,dY?! born in USSR. RTs don't always mean agreement. Likes sometimes do. I occasionally do memes and speak too many languages.,7/08/2010 9:37,4765,503
1419342366595550200,i,0,Russian/British - Like GB News- TalkRADIO- Boddingtons bitter. - Brexiteer from day 1 - #BanHalalSlaughter,9/07/2021 5:43,274
1419342395565510100,dY~- they really last warning this olympics,today I smile,18/04/2009 0:28,4108,140
1419342414666470100,Darbmilne,16/01/2013 7:42,1646,3994,25/07/2021 17:02
1419342446694169900,FutureWorldCen,16/11/2013 17:53,3625,4732,25/07/2021 17:03
1419342461210529800,wujisvthae,?afGBP5i,?afGBPdYZ1 #CryptoAddictFam #NatGang #SolsterIDOLaunchpad #tigergang,12/06/2018 22:36,1151
1419342496165990100,freegazaorg,11/06/2009 7:36,47530,1407,25/07/2021 17:03
1419342530877990100,Funntastic,11/03/2011 20:00,1948,2440,25/07/2021 17:03
1419342541091110100,DaddycoonSOD,15/05/2009 4:57,1067,1263,25/07/2021 17:03
1419342670493849900,annamarieDC,1/06/2011 15:33,2266,4813,25/07/2021 17:03
1419342757949209900,nbc15_madison,25/09/2008 19:19,59116,3497,25/07/2021 17:04
1419342774126750200,HiChi23,23/04/2009 12:23,3918,4843,25/07/2021 17:04
1419342779029790200,NBCPhiladelphia,6/08/2008 21:44,615451,2538,25/07/2021 17:04
1419342838995769900,Xman20141764,7/08/2020 22:20,1270,3495,25/07/2021 17:04
1419376159226209800,UWreThtYestrdy,?dY?YdY?^ @USC_FB | @cuse_mbb dY?S| @steelers | @lakers | LaEURcOaEURcE| a(TM)<i,?|a(TM)'i,?|a(TM)'i,? | #30&UpTwitter
1419376245490470100,kiranraza_1,4/04/2020 19:45,2363,4522,25/07/2021 19:17
1419376471500409900,sundeep,10/10/2009 4:18,9822,1820,25/07/2021 19:18
1419376600542489900,uhsugas,16/11/2019 11:37,1757,1030,25/07/2021 19:18
1419376646197369900,turntechGodhead,9/10/2013 18:03,4155,2008,25/07/2021 19:18
1419376669891169800,? #Olympics,aoe^i,?,19/08/2009 2:03,3630
1419376782738809900,gabosama,4/03/2008 21:17,10159,5331,25/07/2021 19:19
1419376795153990100,see75,?In the Spotlight with Sharon Podcast dYZ(TM)music/concerts dYZ? TV dY"o @bbcstrictly theatre dYZ- sportsdYs'100% dY?'o ??o ?co ?.o ?!o ?3o ??,12/06/2009 11:53,1808,980
1419376812036129800,gingeek,21/09/2012 21:56,2477,2598,25/07/2021 19:19
1419376823209689900,EligioAwiizotl,10/11/2010 23:40,2898,5001,25/07/2021 19:19
1419376919393529900,samuelgil,2/11/2007 12:53,18515,2083,25/07/2021 19:20
1419377234918329900,oxeyeojin,,e|!,31/12/2016 18:48,1233
1419377251087430100,DanEatonBiz1st,19/03/2009 21:00,4877,1395,25/07/2021 19:21
1419377275238110200,Jackieconklin31,22/11/2019 16:30,1864,3239,25/07/2021 19:21
1419377384130849800,Missmaee96,? a(TM)Zi,?a(TM)'i,?Good vibes love and light but leave me alone at the same time dY~,
1419377401226790100,Maraculousness,11/03/2011 4:31,7195,3537,25/07/2021 19:21
1419377436681249800,jewelry487jw62,14/07/2015 1:37,3701,3903,25/07/2021 19:22
1419377468134329900,gilesfgb,22/12/2009 16:05,1666,2039,25/07/2021 19:22
1419377530755169800,abcsport,12/11/2008 4:17,146942,1486,25/07/2021 19:22
1419377573943910100,Catman_Rilea,23/09/2008 15:47,5742,5656,25/07/2021 19:22
1419377643934329900,AndrewDLuecke,4/03/2014 22:15,2500,2370,25/07/2021 19:22
1419377646056710100,nbcchicago,30/05/2008 19:27,462083,1458,25/07/2021 19:22
1419377679023929900,Prince_Cookie,?aEUR?as?i,? | quigley's plant dad dYOE?|  two sport athletedY?EURdY?? | lover of Benjamin Schiff Platt | black- trans- queer and proud,29/03/2021 17:07,30
1419377697013190100,rodmickleburgh,11/01/2011 22:15,8504,3185,25/07/2021 19:23
1419377704634169900,pjvazel,14/08/2011 8:49,6365,1440,25/07/2021 19:23
1419377854576569900,AdamasNemesis,4/05/2020 15:53,2183,1095,25/07/2021 19:23
1419378139084510200,elanaffection,? - 19 - a/ela/a aEURc she/her,23/01/2017 14:39,9781,1345
1419378270810910200,i,1,Quality without results is pointless. Results without quality is boring- Johan Cruyff,8/06/2012 13:23,1056
1419378435798009900,effjayem,?dYOE^dYo. dY?3i,?aEUR?as?i,?dY'(TM)dY?3i,?aEUR?dYOE^
1419378495361249800,DanaMHannah,? #Braves as 3/4 i,? #Predators dY?' #Titans dY?^ #Falcons dY?^ #Vandy as 3/4 i,? #Hawks dY?EUR,11/10/2009 18:00
1419378513459750100,2020Aqui,1/06/2010 1:03,3513,3672,25/07/2021 19:26
1419378528852729900,jdboor,?. MN raised. #resistersconnect,26/06/2009 20:56,16535,14304
1419378552693209900,Carol38553,22/03/2013 21:26,7425,5519,25/07/2021 19:26
1419378562579270100,KenWebsterII,13/05/2011 2:24,23382,1778,25/07/2021 19:26
1419378617533049900,chickenproduc,16/06/2009 16:40,1969,1807,25/07/2021 19:26
1419378657387230200,?,I am what people believe me to be (Luigi Pirandello- Right you are! If you think so). dY|< Human.Writer.Journalist. Stage actress. Bisexual dY?3i,?aEUR?dYOE^,30/03/2015 23:57,1214
1419378672432289800,PadraicToolan,2/01/2012 10:49,15056,15034,25/07/2021 19:27
1419378679994590200,ssdakduk,17/03/2013 20:14,2767,3220,25/07/2021 19:27
1419378698516569900,cduhaime,10/06/2010 0:58,12861,3483,25/07/2021 19:27
1419378806058529800,cjcFlint,Army vet.  #RightMatters,19/04/2009 14:35,34847,33655
1419378978876390100,ganeshnain,24/06/2015 1:06,5155,1448,25/07/2021 19:28
1419379022278969900,niranimal,7/05/2009 6:04,1473,3229,25/07/2021 19:28
1419379219373510100,jerry3089,? | FuAYballspieler | #MeineKraftLiegtInJesus LoveWorld Nation dY'(TM),5/03/2010 22:06,1269,302
1419379230035609900,2Fight4Fitness,5/07/2015 14:06,94499,70305,25/07/2021 19:29
1419379424240089900,FOX59,24/09/2008 20:35,261373,6222,25/07/2021 19:30
1419379425737689900,wcnc,27/01/2008 3:51,222094,6690,25/07/2021 19:30
1419379432842790100,WPXI,5/03/2008 21:24,199266,3407,25/07/2021 19:30
1419379530683270100,uhsugas,16/11/2019 11:37,1757,1030,25/07/2021 19:30
1419379564673990100,cabanam,29/04/2010 23:39,2719,1823,25/07/2021 19:30
1419379628121190100,jim_texasex85,20/02/2013 1:31,1163,1029,25/07/2021 19:30
1419379632936289800,dayclancy,12/05/2009 19:14,1478,1099,25/07/2021 19:30
1419379638036569900,bylka613_,19/02/2018 3:06,13926,1121,25/07/2021 19:30
1419379691186649900,ShopAmerKids,?a-?i,?a-?i,?a-?i,?a-?i
1419379804894150100,lalisaislomll,2,Blackpink enthusiast,13/02/2019 16:14,528
1419379907130489900,Champagnephilly,23/10/2013 20:57,1399,1173,25/07/2021 19:31
1419380001540089900,goretsky,fmr McAfee TribalVoice Zultysa",Mod @Lenovo @NeowinFeed @ScotsNewslettera",former @Microsoft MVPa",Retweeta? endorsement| opinion=my own
1419380488867870200,AustinKellerman,4/03/2009 0:00,34358,1003,25/07/2021 19:34
1419380618333409800,Toothy73,24/12/2010 23:18,2148,2037,25/07/2021 19:34
1419380773300409900,ladarius_brown,3/08/2012 2:54,1744,3613,25/07/2021 19:35
1419380833194950100,maxdubler,15/11/2012 16:59,1947,1433,25/07/2021 19:35
1419380893999929900,Kimmie_Kanuck,28/08/2018 0:35,4375,3182,25/07/2021 19:35
1419380954850849800,ItsTheSportNews,4/08/2015 20:58,21914,24104,25/07/2021 19:36
1419381050623590100,b_diddy_,28/01/2012 16:54,4841,1001,25/07/2021 19:36
1419381074157830100,hovde_david,4/12/2017 15:47,1869,2436,25/07/2021 19:36
1419381085922809900,HarveySGhuman,? MUFC   dY'<<WWE  Insta: @HarveySGhumam   Nanak Naam Chardi Kala Tere Bhana Sarbat Da Bhala. dY(TM)?,8/04/2012 18:39,2780,685
1419381117665209900,JimStLeger,7/05/2009 18:47,6554,5300,25/07/2021 19:36
1419381120802590200,rabbits4ever,20/11/2008 20:12,3414,3498,25/07/2021 19:36
1419381202805529900,,0,California native- East Coast Hustle. dYOES VaccinateddY'?@Dodgers as 3/4 i,?@Ravens dY?^ @Orioles @DCUnitedas 1/2 i,?CalPoly SLOdY?Z
1419381223189790200,Arn_dronehammer,6/04/2015 16:48,1090,1102,25/07/2021 19:37
1419381259017529900,Ray_BlueThunder,1,Christian- Romans 8:1 #KJVOnly. Chief Nurse wife- very imperfect in the flesh. US Army Vet; 67N Huey Crew Chief. Constitutional transplanted Patriot #OSAS dYs<<DMs,23/07/2015 20:58,2047
1419381451234150100,FaisalTreShah,?: me@faisaltreshah.com,14/08/2012 3:52,3446,680
1419381643152870100,Karminker,21/01/2012 23:25,2968,2573,25/07/2021 19:38
1419381941242150100,fox43,19/10/2007 15:44,81394,1175,25/07/2021 19:40
1419382107969889800,alaskastardust,traveling lesbian spreading the word about WV cryptids aEURc probably hollerin about Melissa Etheridge aEURc @GracePersephonedY'? aEURc they/queen,7/04/2013 2:16,2239,1299
1419382205206430200,MaryMRobin,- SadedY'<- JamesBrown- WhitneyHouston- Madonna #MUSICdY'?,7/01/2010 19:25,4664,4529
1419390993963609900,i,0,NA,3/04/2016 22:30,81
1419391000607390200,mastershandcoll,10/12/2014 19:42,3177,3613,25/07/2021 20:16
1419391072984350200,deeincoats1,?- Laiken Diem CoatsdY'?dY? 1/2 dY'(TM) -No weapon formed against you shall prospera??i,?,29/07/2013 20:10,500
1419391267767609900,MerSicra,27/04/2015 2:17,3443,4967,25/07/2021 20:17
1419391268128390100,_TennisCoaching,23/12/2012 4:45,3586,3590,25/07/2021 20:17
1419391269009190100,andorinh1,13/10/2011 11:37,1205,1892,25/07/2021 20:17
1419391275212569900,MerSicra,27/04/2015 2:17,3443,4967,25/07/2021 20:17
1419391346356449800,Stephen_Logan,17/09/2010 20:03,10886,3785,25/07/2021 20:17
1419391437913950200,katehalliwell,? triplet- morning person- professional stan aoe?,26/12/2011 3:19,16911,975
1419391515537849900,anachech,18/03/2010 19:24,8853,9707,25/07/2021 20:18
1419391900948249900,ElizabethAngell,1/04/2010 21:30,2980,2193,25/07/2021 20:19
1419392002387590100,Ego9Alter,?aEUR?a(TM),i,?a>3i,? And red wine.dY?.
1419392016362969900,flossopher,16/06/2009 23:12,2452,2259,25/07/2021 20:20
1419392069039270100,,0,aEURcNewberry College Alum '15. aEURcProfessional Basketball Player dY?EURdY?EURaEURc SCdY?odY?,aoe^i,?dY?|dY?oaEURcInstagram: dondray10 aEURcSCdY'>>:dondraywalker
1419392282453849900,aredafir,?,3/09/2013 14:56,2293,5001
1419392364498529800,StatsInTheWild,13/03/2009 1:32,5809,6260,25/07/2021 20:21
1419392563014950100,greginthemiddle,?aEUR?dYOE^dY~Z,17/10/2012 1:42,30929,31151
1419392575660769800,understandblue,21/10/2008 15:18,3072,2561,25/07/2021 20:22
1419392628848609800,fi_sonic,19/11/2009 20:16,3155,2520,25/07/2021 20:22
1419393032785249800,robinsnewswire,15/05/2009 4:16,23822,16869,25/07/2021 20:24
1419393114213689900,daveyc99,21/07/2009 20:36,1669,2103,25/07/2021 20:24
1419393246606790100,numbers_girles,3/12/2015 15:49,7660,3734,25/07/2021 20:24
1419393426345310200,Orgetorix,17/03/2009 5:03,3315,5001,25/07/2021 20:25
1419393434989830100,LeviMorman,7/12/2011 2:03,3365,1758,25/07/2021 20:25
1419393636454689800,HawaiiDelilah,9/07/2010 4:25,60746,3341,25/07/2021 20:26
1419393749709369900,lizlaribee,31/07/2009 14:56,1573,2643,25/07/2021 20:26
1419393780168409900,PhilRogers81,?,25/04/2012 15:26,1609,1799
1419393813987169800,serenatarling,6/05/2009 9:35,2123,2014,25/07/2021 20:27
1419393822325350100,cwjreynolds,5/02/2009 15:42,4310,1473,25/07/2021 20:27
1419393921231289900,SharecareInc,21/07/2010 17:19,46382,1809,25/07/2021 20:27
1419394110557990100,branka_ivanovic,14/03/2018 17:02,44992,35624,25/07/2021 20:28
1419394182662310100,drmallickseeme1,10/10/2013 12:08,1407,5001,25/07/2021 20:28
1419394207110750200,BabsR10,15/10/2020 19:27,2903,2847,25/07/2021 20:28
1419394230938649900,IIIMarvin,?dY??dY?odY?,dY?!dY??dYZ?dY?EURas 3/4 i,?dY?(C)#BlackLivesMatter #GoPackGo #SquadUp",19/01/2012 20:52
1419394524174969900,Olympics,30/06/2009 15:23,6359734,5020,25/07/2021 20:30
1419394525152390100,innersanctum_au,2/07/2020 4:07,3197,1276,25/07/2021 20:30
1419394535214489900,pbshawaii,8/12/2007 0:16,28946,4424,25/07/2021 20:30
1419394538410470100,blakademic,29/06/2009 23:28,1151,3949,25/07/2021 20:30
1419394775401350100,cleveland19news,10/02/2009 19:04,86062,1489,25/07/2021 20:31
1419394776353350100,BigIssue,5/02/2010 17:02,59987,1667,25/07/2021 20:31
1419394818988409900,Zoesnana4,14/04/2012 15:12,5076,5292,25/07/2021 20:31
1419394825967710200,fuggirls,19/02/2009 5:37,113716,2851,25/07/2021 20:31
1419394858209350100,MARCYMANE,18/03/2009 16:54,11054,1383,25/07/2021 20:31
1419395167979809800,WACVetBklyn,16/08/2015 0:03,3061,2872,25/07/2021 20:32
1419395255518950100,MundayJessica,8/08/2014 4:15,3814,3603,25/07/2021 20:32
1419395422678809900,checkupcbc,27/11/2008 21:07,11505,1258,25/07/2021 20:33
1419395521098169900,GSwaim,1/05/2009 21:16,54145,1309,25/07/2021 20:33
1419395548612889900,GalGadotUSA1,? #GalGadot #RedNotice,17/04/2021 5:34,4386,269
1419395699720990200,OregonianSports,3/05/2007 4:55,15106,1415,25/07/2021 20:34
1419395714254310100,Patricelandre,3/06/2010 15:08,3298,4996,25/07/2021 20:34
1419395831434809900,?dY? 1/4 aEUR?a(TM)EURi,?dYJPY?dYJPY^dYJPY? Come on Team GB!!!! #Olympics #OlympicGames #TeamGB #Tokyo2020,EllisPowell2,NA,0
1419395873394470100,bahouse,?dY~Z dY?-  aOE>i,?@TheDemocrats- @Zendesk- @VeriSign. he/him #blacklivesmatter,4/04/2009 15:55,234
